EPISODE,LUX,STATE_IDX,PWM,REWARD,EPSILON,ALPHA_LAST,Q_S2_LIGHT_UP,Q_S2_LIGHT_DOWN
1175,508.33,4,0,-1.0000,0.3086,0.0294,2.4263,2.1929
1176,508.33,4,0,-1.0000,0.3083,0.0286,2.4263,2.1929
1177,508.33,4,0,-1.0000,0.3080,0.0278,2.4263,2.1929
1178,508.33,4,0,-1.0000,0.3077,0.0270,2.4263,2.1929
1179,508.33,4,0,-1.0000,0.3074,0.0263,2.4263,2.1929
1180,509.17,4,0,-1.0000,0.3071,0.0256,2.4263,2.1929
1181,509.17,4,0,-1.0000,0.3068,0.0250,2.4263,2.1929
1182,510.00,4,0,-1.0000,0.3065,0.0244,2.4263,2.1929
1183,510.83,4,0,-1.0000,0.3062,0.0238,2.4263,2.1929
1184,511.67,4,0,-1.0000,0.3059,0.0233,2.4263,2.1929
1185,512.50,4,0,-1.0000,0.3056,0.0227,2.4263,2.1929
1186,513.33,4,0,-1.0000,0.3053,0.0222,2.4263,2.1929
1187,514.17,4,10,-1.0000,0.3050,0.0909,2.4263,2.1929
1188,580.00,4,20,-1.0000,0.3047,0.0833,2.4263,2.1929
1189,646.67,4,10,-1.0000,0.3043,0.0217,2.4263,2.1929
1190,582.50,4,20,-1.0000,0.3040,0.0769,2.4263,2.1929
1191,650.00,4,10,-1.0000,0.3037,0.0213,2.4263,2.1929
1192,585.83,4,0,-1.0000,0.3034,0.0208,2.4263,2.1929
1193,522.50,4,0,-1.0000,0.3031,0.0204,2.4263,2.1929
1194,523.33,4,0,-1.0000,0.3028,0.0200,2.4263,2.1929
1195,524.17,4,0,-1.0000,0.3025,0.0196,2.4263,2.1929
1196,525.83,4,0,-1.0000,0.3022,0.0192,2.4263,2.1929
1197,525.00,4,0,-1.0000,0.3019,0.0189,2.4263,2.1929
1198,520.83,4,0,-1.0000,0.3016,0.0185,2.4263,2.1929
1199,494.17,3,0,-0.9917,0.3013,0.0067,2.4263,2.1929
1200,472.50,3,0,-0.7750,0.3010,0.0067,2.4263,2.1929
1201,472.50,3,0,-0.7750,0.3007,0.0066,2.4263,2.1929
1202,489.17,3,10,-0.9417,0.3004,0.0270,2.4263,2.1929
1203,520.83,4,0,-1.0000,0.3001,0.0182,2.4263,2.1929
1204,369.17,3,0,0.2583,0.2998,0.0066,2.4263,2.1929
1205,316.67,2,10,0.7833,0.2995,0.0080,2.4263,2.1929
1206,326.67,2,10,0.6833,0.2992,0.0026,2.4263,2.1929
1207,355.00,3,0,0.4600,0.2989,0.0065,2.4263,2.1929
1208,241.67,1,10,0.3667,0.2986,0.0076,2.4263,2.1929
1209,284.17,2,10,0.7917,0.2983,0.0026,2.4263,2.1929
1210,213.33,1,20,0.1433,0.2980,0.0075,2.4263,2.1929
1211,180.83,1,30,-0.2417,0.2977,0.0075,2.4263,2.1929
1212,217.50,1,40,0.1250,0.2974,0.0074,2.4263,2.1929
1213,281.67,2,40,0.7667,0.2971,0.0026,2.4263,2.1929
1214,281.67,2,30,0.8267,0.2968,0.0084,2.4263,2.1929
1215,216.67,1,20,0.1167,0.2965,0.0192,2.4263,2.1929
1216,154.17,1,30,-0.5083,0.2962,0.0074,2.4263,2.1929
1217,220.83,1,30,0.1583,0.2959,0.0175,2.4263,2.1929
1218,218.33,1,40,0.1933,0.2956,0.0073,2.4263,2.1929
1219,285.83,2,30,0.8083,0.2954,0.0083,2.4263,2.1929
1220,224.17,1,40,0.1917,0.2951,0.0072,2.4263,2.1929
1221,289.17,2,40,0.8417,0.2948,0.0026,2.4263,2.1929
1222,290.00,2,40,0.9100,0.2945,0.0025,2.4263,2.1929
1223,290.83,2,40,0.9183,0.2942,0.0025,2.4263,2.1929
1224,290.83,2,30,0.9183,0.2939,0.0083,2.4263,2.1929
1225,225.00,1,40,0.2000,0.2936,0.0072,2.4263,2.1929
1226,290.83,2,30,0.8583,0.2933,0.0082,2.4263,2.1929
1227,225.00,1,40,0.2000,0.2930,0.0071,2.4263,2.1929
1228,290.83,2,40,0.8583,0.2927,0.0025,2.4263,2.1929
1229,278.33,2,40,0.7933,0.2924,0.0025,2.4263,2.1929
1230,279.17,2,50,0.8017,0.2921,0.0079,2.4263,2.1929
1231,345.00,2,50,0.5000,0.2918,0.0025,2.4263,2.1929
1232,344.17,2,50,0.5683,0.2915,0.0025,2.4263,2.1929
1233,344.17,2,50,0.5683,0.2912,0.0025,2.4263,2.1929
1234,345.00,2,40,0.5600,0.2910,0.0081,2.4263,2.1929
1235,277.50,2,50,0.7250,0.2907,0.0079,2.4263,2.1929
1236,344.17,2,50,0.5083,0.2904,0.0025,2.4263,2.1929
1237,344.17,2,50,0.5683,0.2901,0.0025,2.4263,2.1929
1238,340.83,2,50,0.6017,0.2898,0.0025,2.4263,2.1929
1239,336.67,2,50,0.6433,0.2895,0.0025,2.4263,2.1929
1240,336.67,2,50,0.6433,0.2892,0.0025,2.4263,2.1929
1241,336.67,2,50,0.6433,0.2889,0.0025,2.4263,2.1929
1242,336.67,2,50,0.6433,0.2886,0.0025,2.4263,2.1929
1243,337.50,2,50,0.6350,0.2883,0.0025,2.4263,2.1929
1244,336.67,2,50,0.6433,0.2881,0.0025,2.4263,2.1929
1245,336.67,2,40,0.6433,0.2878,0.0081,2.4263,2.1929
1246,265.00,2,40,0.6000,0.2875,0.0024,2.4263,2.1929
1247,265.00,2,40,0.6600,0.2872,0.0024,2.4263,2.1929
1248,265.00,2,40,0.6600,0.2869,0.0024,2.4263,2.1929
1249,265.83,2,40,0.6683,0.2866,0.0024,2.4263,2.1929
1250,265.83,2,40,0.6683,0.2863,0.0024,2.4263,2.1929
1251,266.67,2,50,0.6767,0.2860,0.0078,2.4263,2.1929
1252,331.67,2,50,0.6333,0.2858,0.0024,2.4263,2.1929
1253,330.83,2,50,0.7017,0.2855,0.0024,2.4263,2.1929
1254,330.83,2,50,0.7017,0.2852,0.0024,2.4263,2.1929
1255,330.83,2,60,0.7017,0.2849,0.0078,2.4263,2.1929
1256,397.50,3,50,-0.0250,0.2846,0.0065,2.4263,2.1929
1257,331.67,2,40,0.6333,0.2843,0.0080,2.4263,2.1929
1258,266.67,2,30,0.6167,0.2840,0.0079,2.4263,2.1929
1259,200.00,1,30,-0.0500,0.2838,0.0172,2.4263,2.1929
1260,200.00,1,40,0.0100,0.2835,0.0071,2.4263,2.1929
1261,265.00,2,40,0.6000,0.2832,0.0024,2.4263,2.1929
1262,266.67,2,50,0.6767,0.2829,0.0077,2.4263,2.1929
1263,331.67,2,50,0.6333,0.2826,0.0024,2.4263,2.1929
1264,330.83,2,50,0.7017,0.2823,0.0024,2.4263,2.1929
1265,330.83,2,50,0.7017,0.2821,0.0024,2.4263,2.1929
1266,331.67,2,50,0.6933,0.2818,0.0024,2.4263,2.1929
1267,331.67,2,60,0.6933,0.2815,0.0076,2.4263,2.1929
1268,397.50,3,50,-0.0250,0.2812,0.0065,2.4263,2.1929
1269,332.50,2,50,0.6250,0.2809,0.0024,2.4263,2.1929
1270,330.83,2,50,0.7017,0.2807,0.0024,2.4263,2.1929
1271,331.67,2,50,0.6933,0.2804,0.0024,2.4263,2.1929
1272,331.67,2,50,0.6933,0.2801,0.0024,2.4263,2.1929
1273,330.83,2,50,0.7017,0.2798,0.0023,2.4263,2.1929
1274,330.83,2,50,0.7017,0.2795,0.0023,2.4263,2.1929
1275,331.67,2,50,0.6933,0.2793,0.0023,2.4263,2.1929
1276,331.67,2,50,0.6933,0.2790,0.0023,2.4263,2.1929
1277,331.67,2,50,0.6933,0.2787,0.0023,2.4263,2.1929
1278,331.67,2,50,0.6933,0.2784,0.0023,2.4263,2.1929
1279,331.67,2,60,0.6933,0.2781,0.0076,2.4263,2.1929
1280,397.50,3,70,-0.0250,0.2779,0.0263,2.4263,2.1929
1281,463.33,3,60,-0.6833,0.2776,0.0064,2.4263,2.1929
1282,397.50,3,60,-0.0250,0.2773,0.0294,2.4263,2.1929
1283,397.50,3,60,0.0350,0.2770,0.0286,2.4263,2.1929
1284,398.33,3,50,0.0267,0.2768,0.0064,2.4263,2.1929
1285,331.67,2,40,0.6333,0.2765,0.0079,2.4263,2.1929
1286,266.67,2,50,0.6167,0.2762,0.0075,2.4263,2.1929
1287,330.83,2,50,0.6417,0.2759,0.0023,2.4263,2.1929
1288,331.67,2,50,0.6933,0.2756,0.0023,2.4263,2.1929
1289,330.83,2,50,0.7017,0.2754,0.0023,2.4263,2.1929
1290,331.67,2,50,0.6933,0.2751,0.0023,2.4263,2.1929
1291,332.50,2,50,0.6850,0.2748,0.0023,2.4263,2.1929
1292,332.50,2,50,0.6850,0.2745,0.0023,2.4263,2.1929
1293,331.67,2,50,0.6933,0.2743,0.0023,2.4263,2.1929
1294,331.67,2,50,0.6933,0.2740,0.0023,2.4263,2.1929
1295,331.67,2,50,0.6933,0.2737,0.0023,2.4263,2.1929
1296,331.67,2,40,0.6933,0.2735,0.0078,2.4263,2.1929
1297,266.67,2,40,0.6167,0.2732,0.0023,2.4263,2.1929
1298,265.83,2,40,0.6683,0.2729,0.0023,2.4263,2.1929
1299,266.67,2,40,0.6767,0.2726,0.0023,2.4263,2.1929
1300,265.00,2,40,0.6600,0.2724,0.0023,2.4263,2.1929
1301,265.00,2,40,0.6600,0.2721,0.0022,2.4263,2.1929
1302,266.67,2,40,0.6767,0.2718,0.0022,2.4263,2.1929
1303,266.67,2,40,0.6767,0.2715,0.0022,2.4263,2.1929
1304,265.83,2,40,0.6683,0.2713,0.0022,2.4263,2.1929
1305,265.83,2,40,0.6683,0.2710,0.0022,2.4263,2.1929
1306,265.83,2,40,0.6683,0.2707,0.0022,2.4263,2.1929
1307,265.83,2,40,0.6683,0.2705,0.0022,2.4263,2.1929
1308,265.83,2,40,0.6683,0.2702,0.0022,2.4263,2.1929
1309,266.67,2,40,0.6767,0.2699,0.0022,2.4263,2.1929
1310,265.83,2,40,0.6683,0.2696,0.0022,2.4263,2.1929
1311,265.83,2,40,0.6683,0.2694,0.0022,2.4263,2.1929
1312,266.67,2,40,0.6767,0.2691,0.0022,2.4263,2.1929
1313,265.00,2,40,0.6600,0.2688,0.0022,2.4263,2.1929
1314,266.67,2,40,0.6767,0.2686,0.0022,2.4263,2.1929
1315,265.00,2,40,0.6600,0.2683,0.0022,2.4263,2.1929
1316,266.67,2,40,0.6767,0.2680,0.0022,2.4263,2.1929
1317,266.67,2,40,0.6767,0.2678,0.0022,2.4263,2.1929
1318,266.67,2,40,0.6767,0.2675,0.0022,2.4263,2.1929
1319,265.00,2,40,0.6600,0.2672,0.0022,2.4263,2.1929
1320,266.67,2,30,0.6767,0.2670,0.0078,2.4263,2.1929
1321,200.00,1,40,-0.0500,0.2667,0.0070,2.4263,2.1929
1322,266.67,2,40,0.6167,0.2664,0.0022,2.4263,2.1929
1323,266.67,2,40,0.6767,0.2662,0.0022,2.4263,2.1929
1324,265.83,2,40,0.6683,0.2659,0.0021,2.4263,2.1929
1325,265.83,2,50,0.6683,0.2656,0.0075,2.4263,2.1929
1326,330.83,2,50,0.6417,0.2654,0.0021,2.4263,2.1929
1327,332.50,2,50,0.6850,0.2651,0.0021,2.4263,2.1929
1328,331.67,2,50,0.6933,0.2648,0.0021,2.4263,2.1929
1329,332.50,2,50,0.6850,0.2646,0.0021,2.4263,2.1929
1330,331.67,2,50,0.6933,0.2643,0.0021,2.4263,2.1929
1331,330.83,2,60,0.7017,0.2640,0.0074,2.4263,2.1929
1332,395.83,3,50,-0.0083,0.2638,0.0063,2.4263,2.1929
1333,331.67,2,60,0.6333,0.2635,0.0074,2.4263,2.1929
1334,398.33,3,50,-0.0333,0.2633,0.0063,2.4263,2.1929
1335,331.67,2,50,0.6333,0.2630,0.0021,2.4263,2.1929
1336,330.83,2,50,0.7017,0.2627,0.0021,2.4263,2.1929
1337,331.67,2,50,0.6933,0.2625,0.0021,2.4263,2.1929
1338,331.67,2,50,0.6933,0.2622,0.0021,2.4263,2.1929
1339,330.83,2,50,0.7017,0.2619,0.0021,2.4263,2.1929
1340,331.67,2,40,0.6933,0.2617,0.0077,2.4263,2.1929
1341,266.67,2,40,0.6167,0.2614,0.0021,2.4263,2.1929
1342,266.67,2,40,0.6767,0.2612,0.0021,2.4263,2.1929
1343,265.83,2,40,0.6683,0.2609,0.0021,2.4263,2.1929
1344,266.67,2,40,0.6767,0.2606,0.0021,2.4263,2.1929
1345,266.67,2,30,0.6767,0.2604,0.0076,2.4263,2.1929
1346,200.00,1,40,-0.0500,0.2601,0.0070,2.4263,2.1929
1347,265.83,2,30,0.6083,0.2598,0.0076,2.4263,2.1929
1348,200.00,1,40,-0.0500,0.2596,0.0069,2.4263,2.1929
1349,265.83,2,40,0.6083,0.2593,0.0021,2.4263,2.1929
1350,266.67,2,40,0.6767,0.2591,0.0021,2.4263,2.1929
1351,265.83,2,30,0.6683,0.2588,0.0075,2.4263,2.1929
1352,200.00,1,40,-0.0500,0.2586,0.0069,2.4263,2.1929
1353,266.67,2,40,0.6167,0.2583,0.0021,2.4263,2.1929
1354,265.00,2,30,0.6600,0.2580,0.0075,2.4263,2.1929
1355,200.00,1,40,-0.0500,0.2578,0.0068,2.4263,2.1929
1356,266.67,2,50,0.6167,0.2575,0.0073,2.4263,2.1929
1357,331.67,2,50,0.6333,0.2573,0.0021,2.4263,2.1929
1358,331.67,2,50,0.6933,0.2570,0.0021,2.4263,2.1929
1359,331.67,2,60,0.6933,0.2567,0.0072,2.4263,2.1929
1360,398.33,3,50,-0.0333,0.2565,0.0063,2.4263,2.1929
1361,331.67,2,50,0.6333,0.2562,0.0021,2.4263,2.1929
1362,331.67,2,50,0.6933,0.2560,0.0021,2.4263,2.1929
1363,331.67,2,50,0.6933,0.2557,0.0020,2.4263,2.1929
1364,331.67,2,50,0.6933,0.2555,0.0020,2.4263,2.1929
1365,330.83,2,50,0.7017,0.2552,0.0020,2.4263,2.1929
1366,330.83,2,50,0.7017,0.2550,0.0020,2.4263,2.1929
1367,330.83,2,50,0.7017,0.2547,0.0020,2.4263,2.1929
1368,331.67,2,40,0.6933,0.2544,0.0074,2.4263,2.1929
1369,266.67,2,40,0.6167,0.2542,0.0020,2.4263,2.1929
1370,266.67,2,40,0.6767,0.2539,0.0020,2.4263,2.1929
1371,266.67,2,40,0.6767,0.2537,0.0020,2.4263,2.1929
1372,265.00,2,40,0.6600,0.2534,0.0020,2.4263,2.1929
1373,265.83,2,40,0.6683,0.2532,0.0020,2.4263,2.1929
1374,266.67,2,40,0.6767,0.2529,0.0020,2.4263,2.1929
1375,265.00,2,30,0.6600,0.2527,0.0074,2.4263,2.1929
1376,200.00,1,40,-0.0500,0.2524,0.0068,2.4263,2.1929
1377,265.83,2,30,0.6083,0.2522,0.0073,2.4263,2.1929
1378,199.17,1,40,-0.0583,0.2519,0.0068,2.4263,2.1929
1379,265.83,2,40,0.6083,0.2517,0.0020,2.4263,2.1929
1380,265.00,2,40,0.6600,0.2514,0.0020,2.4263,2.1929
1381,266.67,2,40,0.6767,0.2512,0.0020,2.4263,2.1929
1382,266.67,2,40,0.6767,0.2509,0.0020,2.4263,2.1929
1383,265.83,2,50,0.6683,0.2507,0.0072,2.4263,2.1929
1384,331.67,2,60,0.6333,0.2504,0.0071,2.4263,2.1929
1385,397.50,3,70,-0.0250,0.2502,0.0256,2.4263,2.1929
1386,464.17,3,60,-0.6917,0.2499,0.0062,2.4263,2.1929
1387,397.50,3,50,-0.0250,0.2497,0.0062,2.4263,2.1929
1388,332.50,2,50,0.6250,0.2494,0.0020,2.4263,2.1929
1389,331.67,2,50,0.6933,0.2492,0.0020,2.4263,2.1929
1390,331.67,2,50,0.6933,0.2489,0.0020,2.4263,2.1929
1391,331.67,2,50,0.6933,0.2487,0.0020,2.4263,2.1929
1392,330.83,2,50,0.7017,0.2484,0.0020,2.4263,2.1929
1393,331.67,2,50,0.6933,0.2482,0.0020,2.4263,2.1929
1394,331.67,2,50,0.6933,0.2479,0.0020,2.4263,2.1929
1395,332.50,2,50,0.6850,0.2477,0.0020,2.4263,2.1929
1396,332.50,2,50,0.6850,0.2474,0.0020,2.4263,2.1929
1397,331.67,2,50,0.6933,0.2472,0.0020,2.4263,2.1929
1398,331.67,2,50,0.6933,0.2469,0.0019,2.4263,2.1929
1399,331.67,2,50,0.6933,0.2467,0.0019,2.4263,2.1929
1400,332.50,2,50,0.6850,0.2464,0.0019,2.4263,2.1929
1401,331.67,2,50,0.6933,0.2462,0.0019,2.4263,2.1929
1402,331.67,2,50,0.6933,0.2459,0.0019,2.4263,2.1929
1403,331.67,2,50,0.6933,0.2457,0.0019,2.4263,2.1929
1404,331.67,2,50,0.6933,0.2454,0.0019,2.4263,2.1929
1405,331.67,2,60,0.6933,0.2452,0.0071,2.4263,2.1929
1406,397.50,3,50,-0.0250,0.2450,0.0061,2.4263,2.1929
1407,331.67,2,40,0.6333,0.2447,0.0072,2.4263,2.1929
1408,266.67,2,40,0.6167,0.2445,0.0019,2.4263,2.1929
1409,266.67,2,40,0.6767,0.2442,0.0019,2.4263,2.1929
1410,265.00,2,40,0.6600,0.2440,0.0019,2.4263,2.1929
1411,265.00,2,40,0.6600,0.2437,0.0019,2.4263,2.1929
1412,266.67,2,40,0.6767,0.2435,0.0019,2.4263,2.1929
1413,267.50,2,40,0.6850,0.2432,0.0019,2.4263,2.1929
1414,363.33,3,30,0.3767,0.2430,0.0061,2.4263,2.1929
1415,380.83,3,20,0.1417,0.2428,0.0061,2.4263,2.1929
1416,315.83,2,20,0.7917,0.2425,0.0019,2.4263,2.1929
1417,340.83,2,20,0.6017,0.2423,0.0019,2.4263,2.1929
1418,358.33,3,10,0.4267,0.2420,0.0060,2.4263,2.1929
1419,295.00,2,10,0.9000,0.2418,0.0019,2.4263,2.1929
1420,295.83,2,10,0.9683,0.2415,0.0019,2.4263,2.1929
1421,295.83,2,10,0.9683,0.2413,0.0019,2.4263,2.1929
1422,295.00,2,10,0.9600,0.2411,0.0019,2.4263,2.1929
1423,295.00,2,10,0.9600,0.2408,0.0019,2.4263,2.1929
1424,295.83,2,10,0.9683,0.2406,0.0019,2.4263,2.1929
1425,88.33,0,20,-1.0000,0.2403,0.0588,2.4263,2.1929
1426,361.67,3,10,0.3333,0.2401,0.0060,2.4263,2.1929
1427,295.00,2,0,0.9000,0.2399,0.0072,2.4263,2.1929
1428,230.00,1,0,0.2500,0.2396,0.0189,2.4263,2.1929
1429,229.17,1,10,0.2417,0.2394,0.0067,2.4263,2.1929
1430,75.00,0,20,-1.0000,0.2391,0.0556,2.4263,2.1929
1431,135.00,1,30,-0.7000,0.2389,0.0067,2.4263,2.1929
1432,201.67,1,40,-0.0333,0.2387,0.0066,2.4263,2.1929
1433,266.67,2,40,0.6167,0.2384,0.0019,2.4263,2.1929
1434,268.33,2,40,0.6933,0.2382,0.0019,2.4263,2.1929
1435,266.67,2,40,0.6767,0.2379,0.0019,2.4263,2.1929
1436,266.67,2,30,0.6767,0.2377,0.0071,2.4263,2.1929
1437,200.00,1,40,-0.0500,0.2375,0.0066,2.4263,2.1929
1438,267.50,2,40,0.6250,0.2372,0.0019,2.4263,2.1929
1439,266.67,2,40,0.6767,0.2370,0.0019,2.4263,2.1929
1440,265.83,2,40,0.6683,0.2368,0.0019,2.4263,2.1929
1441,268.33,2,40,0.6933,0.2365,0.0019,2.4263,2.1929
1442,269.17,2,30,0.7017,0.2363,0.0071,2.4263,2.1929
1443,202.50,1,40,-0.0250,0.2361,0.0065,2.4263,2.1929
1444,268.33,2,40,0.6333,0.2358,0.0018,2.4263,2.1929
1445,267.50,2,40,0.6850,0.2356,0.0018,2.4263,2.1929
1446,265.00,2,50,0.6600,0.2353,0.0070,2.4263,2.1929
1447,332.50,2,50,0.6250,0.2351,0.0018,2.4263,2.1929
1448,332.50,2,50,0.6850,0.2349,0.0018,2.4263,2.1929
1449,333.33,2,50,0.6767,0.2346,0.0018,2.4263,2.1929
1450,333.33,2,50,0.6767,0.2344,0.0018,2.4263,2.1929
1451,332.50,2,60,0.6850,0.2342,0.0070,2.4263,2.1929
1452,397.50,3,70,-0.0250,0.2339,0.0250,2.4263,2.1929
1453,464.17,3,60,-0.6917,0.2337,0.0060,2.4263,2.1929
1454,398.33,3,50,-0.0333,0.2335,0.0059,2.4263,2.1929
1455,331.67,2,50,0.6333,0.2332,0.0018,2.4263,2.1929
1456,332.50,2,50,0.6850,0.2330,0.0018,2.4263,2.1929
1457,331.67,2,50,0.6933,0.2328,0.0018,2.4263,2.1929
1458,341.67,2,50,0.5933,0.2325,0.0018,2.4263,2.1929
1459,342.50,2,50,0.5850,0.2323,0.0018,2.4263,2.1929
1460,343.33,2,50,0.5767,0.2321,0.0018,2.4263,2.1929
1461,343.33,2,50,0.5767,0.2318,0.0018,2.4263,2.1929
1462,341.67,2,50,0.5933,0.2316,0.0018,2.4263,2.1929
1463,343.33,2,50,0.5767,0.2314,0.0018,2.4263,2.1929
1464,342.50,2,50,0.5850,0.2311,0.0018,2.4263,2.1929
1465,345.00,2,60,0.5600,0.2309,0.0069,2.4263,2.1929
1466,410.83,3,50,-0.1583,0.2307,0.0059,2.4263,2.1929
1467,345.83,2,50,0.4917,0.2305,0.0018,2.4263,2.1929
1468,344.17,2,50,0.5683,0.2302,0.0018,2.4263,2.1929
1469,338.33,2,50,0.6267,0.2300,0.0018,2.4263,2.1929
1470,338.33,2,50,0.6267,0.2298,0.0018,2.4263,2.1929
1471,338.33,2,50,0.6267,0.2295,0.0018,2.4263,2.1929
1472,338.33,2,40,0.6267,0.2293,0.0070,2.4263,2.1929
1473,385.00,3,30,0.1000,0.2291,0.0058,2.4263,2.1929
1474,321.67,2,30,0.7333,0.2288,0.0018,2.4263,2.1929
1475,327.50,2,40,0.7350,0.2286,0.0069,2.4263,2.1929
1476,400.00,3,50,-0.0500,0.2284,0.0244,2.4263,2.1929
1477,471.67,3,40,-0.7667,0.2282,0.0058,2.4263,2.1929
1478,410.83,3,30,-0.1583,0.2279,0.0058,2.4263,2.1929
1479,350.00,3,20,0.4500,0.2277,0.0057,2.4263,2.1929
1480,290.00,2,10,0.8500,0.2275,0.0070,2.4263,2.1929
1481,230.00,1,20,0.2500,0.2272,0.0065,2.4263,2.1929
1482,303.33,2,20,0.9167,0.2270,0.0018,2.4263,2.1929
1483,310.83,2,20,0.9017,0.2268,0.0018,2.4263,2.1929
1484,318.33,2,20,0.8267,0.2266,0.0018,2.4263,2.1929
1485,325.00,2,20,0.7600,0.2263,0.0018,2.4263,2.1929
1486,339.17,2,20,0.6183,0.2261,0.0018,2.4263,2.1929
1487,347.50,2,20,0.5350,0.2259,0.0018,2.4263,2.1929
1488,358.33,3,10,0.4267,0.2257,0.0057,2.4263,2.1929
1489,296.67,2,10,0.9167,0.2254,0.0018,2.4263,2.1929
1490,290.00,2,10,0.9100,0.2252,0.0018,2.4263,2.1929
1491,290.00,2,0,0.9100,0.2250,0.0069,2.4263,2.1929
1492,238.33,1,10,0.3333,0.2248,0.0065,2.4263,2.1929
1493,304.17,2,10,0.9083,0.2245,0.0018,2.4263,2.1929
1494,304.17,2,10,0.9683,0.2243,0.0017,2.4263,2.1929
1495,304.17,2,10,0.9683,0.2241,0.0017,2.4263,2.1929
1496,304.17,2,0,0.9683,0.2239,0.0069,2.4263,2.1929
1497,23.33,0,10,-1.0000,0.2236,0.0526,2.4263,2.1929
1498,89.17,0,20,-1.0000,0.2234,0.0500,2.4263,2.1929
1499,155.00,1,30,-0.5000,0.2232,0.0064,2.4263,2.1929
1500,220.00,1,40,0.1500,0.2230,0.0064,2.4263,2.1929
1501,286.67,2,40,0.8167,0.2227,0.0017,2.4263,2.1929
1502,285.83,2,40,0.8683,0.2225,0.0017,2.4263,2.1929
1503,285.00,2,40,0.8600,0.2223,0.0017,2.4263,2.1929
1504,285.00,2,40,0.8600,0.2221,0.0017,2.4263,2.1929
1505,283.33,2,30,0.8433,0.2219,0.0068,2.4263,2.1929
1506,216.67,1,40,0.1167,0.2216,0.0063,2.4263,2.1929
1507,281.67,2,40,0.7667,0.2214,0.0017,2.4263,2.1929
1508,281.67,2,40,0.8267,0.2212,0.0017,2.4263,2.1929
1509,280.83,2,40,0.8183,0.2210,0.0017,2.4263,2.1929
1510,280.83,2,30,0.8183,0.2207,0.0068,2.4263,2.1929
1511,213.33,1,40,0.0833,0.2205,0.0063,2.4263,2.1929
1512,280.00,2,40,0.7500,0.2203,0.0017,2.4263,2.1929
1513,278.33,2,40,0.7933,0.2201,0.0017,2.4263,2.1929
1514,280.00,2,40,0.8100,0.2199,0.0017,2.4263,2.1929
1515,280.00,2,40,0.8100,0.2196,0.0017,2.4263,2.1929
1516,279.17,2,50,0.8017,0.2194,0.0068,2.4263,2.1929
1517,345.00,2,50,0.5000,0.2192,0.0017,2.4263,2.1929
1518,345.83,2,50,0.5517,0.2190,0.0017,2.4263,2.1929
1519,344.17,2,50,0.5683,0.2188,0.0017,2.4263,2.1929
1520,345.00,2,50,0.5600,0.2185,0.0017,2.4263,2.1929
1521,345.00,2,50,0.5600,0.2183,0.0017,2.4263,2.1929
1522,345.83,2,60,0.5517,0.2181,0.0068,2.4263,2.1929
1523,522.50,4,50,-1.0000,0.2179,0.0179,2.4263,2.1929
1524,463.33,3,40,-0.6833,0.2177,0.0057,2.4263,2.1929
1525,400.83,3,50,-0.0583,0.2175,0.0238,2.4263,2.1929
1526,465.83,3,40,-0.7083,0.2172,0.0056,2.4263,2.1929
1527,406.67,3,30,-0.1167,0.2170,0.0056,2.4263,2.1929
1528,355.00,3,20,0.4000,0.2168,0.0056,2.4263,2.1929
1529,295.00,2,10,0.9000,0.2166,0.0068,2.4263,2.1929
1530,236.67,1,20,0.3167,0.2164,0.0063,2.4263,2.1929
1531,310.00,2,20,0.8500,0.2162,0.0017,2.4263,2.1929
1532,317.50,2,20,0.8350,0.2159,0.0017,2.4263,2.1929
1533,325.00,2,20,0.7600,0.2157,0.0017,2.4263,2.1929
1534,334.17,2,20,0.6683,0.2155,0.0017,2.4263,2.1929
1535,341.67,2,20,0.5933,0.2153,0.0017,2.4263,2.1929
1536,350.83,3,10,0.5017,0.2151,0.0056,2.4263,2.1929
1537,293.33,2,10,0.8833,0.2149,0.0017,2.4263,2.1929
1538,303.33,2,10,0.9767,0.2146,0.0017,2.4263,2.1929
1539,90.00,0,20,-1.0000,0.2144,0.0476,2.4263,2.1929
1540,155.83,1,30,-0.4917,0.2142,0.0062,2.4263,2.1929
1541,265.00,2,20,0.6000,0.2140,0.0067,2.4263,2.1929
1542,342.50,2,20,0.5250,0.2138,0.0017,2.4263,2.1929
1543,350.83,3,10,0.5017,0.2136,0.0055,2.4263,2.1929
1544,293.33,2,10,0.8833,0.2134,0.0017,2.4263,2.1929
1545,296.67,2,10,0.9767,0.2132,0.0017,2.4263,2.1929
1546,295.83,2,10,0.9683,0.2129,0.0017,2.4263,2.1929
1547,292.50,2,10,0.9350,0.2127,0.0017,2.4263,2.1929
1548,292.50,2,10,0.9350,0.2125,0.0017,2.4263,2.1929
1549,292.50,2,10,0.9350,0.2123,0.0017,2.4263,2.1929
1550,293.33,2,0,0.9433,0.2121,0.0067,2.4263,2.1929
1551,226.67,1,10,0.2167,0.2119,0.0062,2.4263,2.1929
1552,293.33,2,10,0.8833,0.2117,0.0017,2.4263,2.1929
1553,292.50,2,20,0.9350,0.2115,0.0068,2.4263,2.1929
1554,359.17,3,10,0.3583,0.2112,0.0055,2.4263,2.1929
1555,292.50,2,10,0.8750,0.2110,0.0017,2.4263,2.1929
1556,295.83,2,10,0.9683,0.2108,0.0017,2.4263,2.1929
