EPISODE,LUX,STATE_IDX,PWM,REWARD,EPSILON,ALPHA_LAST,Q_S2_LIGHT_UP,Q_S2_LIGHT_DOWN
390,378.33,3,40,0.1667,0.6769,0.0222,2.4263,2.1929
391,312.50,2,40,0.8250,0.6763,0.0164,2.4263,2.1929
392,311.67,2,40,0.8933,0.6756,0.0161,2.4263,2.1929
393,310.83,2,50,0.9017,0.6749,0.0208,2.4263,2.1929
394,377.50,3,40,0.1750,0.6742,0.0217,2.4263,2.1929
395,311.67,2,40,0.8333,0.6736,0.0159,2.4263,2.1929
396,311.67,2,50,0.8933,0.6729,0.0204,2.4263,2.1929
397,377.50,3,40,0.1750,0.6722,0.0213,2.4263,2.1929
398,312.50,2,40,0.8250,0.6715,0.0156,2.4263,2.1929
399,311.67,2,30,0.8933,0.6709,0.0233,2.4263,2.1929
400,245.83,1,20,0.4083,0.6702,0.0312,2.4263,2.1929
401,179.17,1,30,-0.2583,0.6695,0.0204,2.4263,2.1929
402,245.00,1,40,0.4000,0.6688,0.0200,2.4263,2.1929
403,311.67,2,40,0.8333,0.6682,0.0154,2.4263,2.1929
404,311.67,2,50,0.8933,0.6675,0.0200,2.4263,2.1929
405,378.33,3,40,0.1667,0.6668,0.0208,2.4263,2.1929
406,312.50,2,50,0.8250,0.6662,0.0196,2.4263,2.1929
407,376.67,3,40,0.1833,0.6655,0.0204,2.4263,2.1929
408,311.67,2,40,0.8333,0.6648,0.0152,2.4263,2.1929
409,310.83,2,30,0.9017,0.6642,0.0227,2.4263,2.1929
410,245.00,1,40,0.4000,0.6635,0.0196,2.4263,2.1929
411,311.67,2,30,0.8333,0.6629,0.0222,2.4263,2.1929
412,245.00,1,30,0.4000,0.6622,0.0323,2.4263,2.1929
413,245.00,1,30,0.4600,0.6615,0.0312,2.4263,2.1929
414,245.00,1,30,0.4600,0.6609,0.0303,2.4263,2.1929
415,244.17,1,40,0.4517,0.6602,0.0192,2.4263,2.1929
416,310.83,2,30,0.8417,0.6595,0.0217,2.4263,2.1929
417,245.83,1,20,0.4083,0.6589,0.0303,2.4263,2.1929
418,180.00,1,20,-0.2500,0.6582,0.0294,2.4263,2.1929
419,180.00,1,30,-0.1900,0.6576,0.0189,2.4263,2.1929
420,245.83,1,40,0.4083,0.6569,0.0185,2.4263,2.1929
421,311.67,2,40,0.8333,0.6563,0.0149,2.4263,2.1929
422,311.67,2,40,0.8933,0.6556,0.0147,2.4263,2.1929
423,311.67,2,40,0.8933,0.6549,0.0145,2.4263,2.1929
424,310.00,2,40,0.9100,0.6543,0.0143,2.4263,2.1929
425,311.67,2,30,0.8933,0.6536,0.0213,2.4263,2.1929
426,245.83,1,40,0.4083,0.6530,0.0182,2.4263,2.1929
427,310.83,2,40,0.8417,0.6523,0.0141,2.4263,2.1929
428,312.50,2,40,0.8850,0.6517,0.0139,2.4263,2.1929
429,311.67,2,40,0.8933,0.6510,0.0137,2.4263,2.1929
430,311.67,2,40,0.8933,0.6504,0.0135,2.4263,2.1929
431,311.67,2,40,0.8933,0.6497,0.0133,2.4263,2.1929
432,313.33,2,40,0.8767,0.6491,0.0132,2.4263,2.1929
433,311.67,2,40,0.8933,0.6484,0.0130,2.4263,2.1929
434,311.67,2,40,0.8933,0.6478,0.0128,2.4263,2.1929
435,310.83,2,40,0.9017,0.6471,0.0127,2.4263,2.1929
436,310.83,2,30,0.9017,0.6465,0.0208,2.4263,2.1929
437,245.83,1,40,0.4083,0.6458,0.0179,2.4263,2.1929
438,311.67,2,30,0.8333,0.6452,0.0204,2.4263,2.1929
439,245.00,1,40,0.4000,0.6445,0.0175,2.4263,2.1929
440,311.67,2,30,0.8333,0.6439,0.0200,2.4263,2.1929
441,245.83,1,30,0.4083,0.6433,0.0286,2.4263,2.1929
442,246.67,1,40,0.4767,0.6426,0.0172,2.4263,2.1929
443,312.50,2,40,0.8250,0.6420,0.0125,2.4263,2.1929
444,311.67,2,40,0.8933,0.6413,0.0123,2.4263,2.1929
445,310.83,2,40,0.9017,0.6407,0.0122,2.4263,2.1929
446,311.67,2,40,0.8933,0.6400,0.0120,2.4263,2.1929
447,312.50,2,50,0.8850,0.6394,0.0192,2.4263,2.1929
448,378.33,3,40,0.1667,0.6388,0.0200,2.4263,2.1929
449,312.50,2,30,0.8250,0.6381,0.0196,2.4263,2.1929
450,246.67,1,20,0.4167,0.6375,0.0294,2.4263,2.1929
451,180.00,1,30,-0.2500,0.6369,0.0169,2.4263,2.1929
452,246.67,1,40,0.4167,0.6362,0.0167,2.4263,2.1929
453,310.00,2,30,0.8500,0.6356,0.0192,2.4263,2.1929
454,245.83,1,40,0.4083,0.6349,0.0164,2.4263,2.1929
455,310.83,2,30,0.8417,0.6343,0.0189,2.4263,2.1929
456,245.00,1,40,0.4000,0.6337,0.0161,2.4263,2.1929
457,311.67,2,40,0.8333,0.6330,0.0119,2.4263,2.1929
458,311.67,2,50,0.8933,0.6324,0.0189,2.4263,2.1929
459,376.67,3,50,0.1833,0.6318,0.0556,2.4263,2.1929
460,376.67,3,60,0.2433,0.6311,0.0556,2.4263,2.1929
461,442.50,3,50,-0.4750,0.6305,0.0196,2.4263,2.1929
462,376.67,3,40,0.1833,0.6299,0.0192,2.4263,2.1929
463,311.67,2,50,0.8333,0.6293,0.0185,2.4263,2.1929
464,377.50,3,50,0.1750,0.6286,0.0526,2.4263,2.1929
465,376.67,3,40,0.2433,0.6280,0.0189,2.4263,2.1929
466,311.67,2,40,0.8333,0.6274,0.0118,2.4263,2.1929
467,310.83,2,50,0.9017,0.6267,0.0182,2.4263,2.1929
468,377.50,3,40,0.1750,0.6261,0.0185,2.4263,2.1929
469,311.67,2,30,0.8333,0.6255,0.0185,2.4263,2.1929
470,245.00,1,40,0.4000,0.6249,0.0159,2.4263,2.1929
471,311.67,2,40,0.8333,0.6242,0.0116,2.4263,2.1929
472,311.67,2,40,0.8933,0.6236,0.0115,2.4263,2.1929
473,310.83,2,50,0.9017,0.6230,0.0179,2.4263,2.1929
474,376.67,3,40,0.1833,0.6224,0.0182,2.4263,2.1929
475,312.50,2,40,0.8250,0.6217,0.0114,2.4263,2.1929
476,312.50,2,40,0.8850,0.6211,0.0112,2.4263,2.1929
477,312.50,2,40,0.8850,0.6205,0.0111,2.4263,2.1929
478,312.50,2,50,0.8850,0.6199,0.0175,2.4263,2.1929
479,377.50,3,60,0.1750,0.6193,0.0526,2.4263,2.1929
480,442.50,3,50,-0.4750,0.6186,0.0179,2.4263,2.1929
481,376.67,3,40,0.1833,0.6180,0.0175,2.4263,2.1929
482,310.83,2,40,0.8417,0.6174,0.0110,2.4263,2.1929
483,312.50,2,40,0.8850,0.6168,0.0109,2.4263,2.1929
484,311.67,2,30,0.8933,0.6162,0.0182,2.4263,2.1929
485,245.83,1,30,0.4083,0.6156,0.0278,2.4263,2.1929
486,245.83,1,30,0.4683,0.6149,0.0270,2.4263,2.1929
487,245.83,1,40,0.4683,0.6143,0.0156,2.4263,2.1929
488,309.17,2,40,0.8583,0.6137,0.0108,2.4263,2.1929
489,310.00,2,40,0.9100,0.6131,0.0106,2.4263,2.1929
490,310.00,2,50,0.9100,0.6125,0.0172,2.4263,2.1929
491,375.00,3,40,0.2000,0.6119,0.0172,2.4263,2.1929
492,310.83,2,40,0.8417,0.6113,0.0105,2.4263,2.1929
493,310.83,2,50,0.9017,0.6106,0.0169,2.4263,2.1929
494,377.50,3,40,0.1750,0.6100,0.0169,2.4263,2.1929
495,310.83,2,30,0.8417,0.6094,0.0179,2.4263,2.1929
496,245.00,1,30,0.4000,0.6088,0.0263,2.4263,2.1929
497,244.17,1,20,0.4517,0.6082,0.0286,2.4263,2.1929
498,179.17,1,30,-0.2583,0.6076,0.0154,2.4263,2.1929
499,245.00,1,30,0.4000,0.6070,0.0256,2.4263,2.1929
500,245.00,1,30,0.4600,0.6064,0.0250,2.4263,2.1929
501,245.00,1,40,0.4600,0.6058,0.0152,2.4263,2.1929
502,310.00,2,50,0.8500,0.6052,0.0167,2.4263,2.1929
503,375.83,3,40,0.1917,0.6046,0.0167,2.4263,2.1929
504,310.00,2,30,0.8500,0.6040,0.0175,2.4263,2.1929
505,245.83,1,20,0.4083,0.6034,0.0278,2.4263,2.1929
506,180.00,1,30,-0.2500,0.6028,0.0149,2.4263,2.1929
507,244.17,1,20,0.3917,0.6022,0.0270,2.4263,2.1929
508,178.33,1,30,-0.2667,0.6015,0.0147,2.4263,2.1929
509,244.17,1,40,0.3917,0.6009,0.0145,2.4263,2.1929
510,310.00,2,40,0.8500,0.6003,0.0104,2.4263,2.1929
511,310.00,2,40,0.9100,0.5997,0.0103,2.4263,2.1929
512,310.00,2,30,0.9100,0.5991,0.0172,2.4263,2.1929
513,243.33,1,40,0.3833,0.5985,0.0143,2.4263,2.1929
514,310.00,2,30,0.8500,0.5979,0.0169,2.4263,2.1929
515,244.17,1,40,0.3917,0.5974,0.0141,2.4263,2.1929
516,310.00,2,40,0.8500,0.5968,0.0102,2.4263,2.1929
517,310.00,2,40,0.9100,0.5962,0.0101,2.4263,2.1929
518,310.00,2,50,0.9100,0.5956,0.0164,2.4263,2.1929
519,375.00,3,50,0.2000,0.5950,0.0500,2.4263,2.1929
520,376.67,3,60,0.2433,0.5944,0.0500,2.4263,2.1929
521,442.50,3,60,-0.4750,0.5938,0.0476,2.4263,2.1929
522,442.50,3,50,-0.4150,0.5932,0.0164,2.4263,2.1929
523,376.67,3,40,0.1833,0.5926,0.0161,2.4263,2.1929
524,310.00,2,40,0.8500,0.5920,0.0100,2.4263,2.1929
525,310.00,2,40,0.9100,0.5914,0.0099,2.4263,2.1929
526,310.00,2,40,0.9100,0.5908,0.0098,2.4263,2.1929
527,310.00,2,50,0.9100,0.5902,0.0161,2.4263,2.1929
528,375.83,3,40,0.1917,0.5896,0.0159,2.4263,2.1929
529,310.83,2,40,0.8417,0.5890,0.0097,2.4263,2.1929
530,310.83,2,40,0.9017,0.5885,0.0096,2.4263,2.1929
531,310.00,2,40,0.9100,0.5879,0.0095,2.4263,2.1929
532,310.00,2,30,0.9100,0.5873,0.0167,2.4263,2.1929
533,244.17,1,40,0.3917,0.5867,0.0139,2.4263,2.1929
534,310.83,2,40,0.8417,0.5861,0.0094,2.4263,2.1929
535,310.00,2,40,0.9100,0.5855,0.0093,2.4263,2.1929
536,310.83,2,40,0.9017,0.5849,0.0093,2.4263,2.1929
537,310.83,2,40,0.9017,0.5843,0.0092,2.4263,2.1929
538,310.83,2,40,0.9017,0.5838,0.0091,2.4263,2.1929
539,310.00,2,30,0.9100,0.5832,0.0164,2.4263,2.1929
540,245.00,1,30,0.4000,0.5826,0.0244,2.4263,2.1929
541,245.00,1,30,0.4600,0.5820,0.0238,2.4263,2.1929
542,245.00,1,30,0.4600,0.5814,0.0233,2.4263,2.1929
543,245.00,1,20,0.4600,0.5808,0.0263,2.4263,2.1929
544,178.33,1,30,-0.2667,0.5803,0.0137,2.4263,2.1929
545,244.17,1,40,0.3917,0.5797,0.0135,2.4263,2.1929
546,310.83,2,40,0.8417,0.5791,0.0090,2.4263,2.1929
547,310.83,2,40,0.9017,0.5785,0.0089,2.4263,2.1929
548,310.83,2,40,0.9017,0.5780,0.0088,2.4263,2.1929
549,310.83,2,50,0.9017,0.5774,0.0159,2.4263,2.1929
550,376.67,3,40,0.1833,0.5768,0.0156,2.4263,2.1929
551,309.17,2,30,0.8583,0.5762,0.0161,2.4263,2.1929
552,243.33,1,40,0.3833,0.5756,0.0133,2.4263,2.1929
553,310.83,2,40,0.8417,0.5751,0.0088,2.4263,2.1929
554,310.83,2,40,0.9017,0.5745,0.0087,2.4263,2.1929
555,310.83,2,40,0.9017,0.5739,0.0086,2.4263,2.1929
556,310.00,2,40,0.9100,0.5733,0.0085,2.4263,2.1929
557,310.00,2,40,0.9100,0.5728,0.0085,2.4263,2.1929
558,310.83,2,30,0.9017,0.5722,0.0159,2.4263,2.1929
559,244.17,1,40,0.3917,0.5716,0.0132,2.4263,2.1929
560,310.83,2,30,0.8417,0.5711,0.0156,2.4263,2.1929
561,244.17,1,40,0.3917,0.5705,0.0130,2.4263,2.1929
562,310.83,2,40,0.8417,0.5699,0.0084,2.4263,2.1929
563,310.83,2,40,0.9017,0.5693,0.0083,2.4263,2.1929
564,310.83,2,50,0.9017,0.5688,0.0156,2.4263,2.1929
565,376.67,3,50,0.1833,0.5682,0.0455,2.4263,2.1929
566,376.67,3,40,0.2433,0.5676,0.0154,2.4263,2.1929
567,310.00,2,40,0.8500,0.5671,0.0083,2.4263,2.1929
568,310.00,2,30,0.9100,0.5665,0.0154,2.4263,2.1929
569,244.17,1,40,0.3917,0.5659,0.0128,2.4263,2.1929
570,310.00,2,40,0.8500,0.5654,0.0082,2.4263,2.1929
571,310.83,2,40,0.9017,0.5648,0.0081,2.4263,2.1929
572,310.83,2,40,0.9017,0.5642,0.0081,2.4263,2.1929
573,310.00,2,40,0.9100,0.5637,0.0080,2.4263,2.1929
574,310.00,2,40,0.9100,0.5631,0.0079,2.4263,2.1929
575,310.00,2,30,0.9100,0.5625,0.0152,2.4263,2.1929
576,244.17,1,40,0.3917,0.5620,0.0127,2.4263,2.1929
577,309.17,2,40,0.8583,0.5614,0.0079,2.4263,2.1929
578,310.00,2,40,0.9100,0.5609,0.0078,2.4263,2.1929
579,310.83,2,50,0.9017,0.5603,0.0154,2.4263,2.1929
580,377.50,3,60,0.1750,0.5597,0.0476,2.4263,2.1929
581,442.50,3,60,-0.4750,0.5592,0.0435,2.4263,2.1929
582,442.50,3,50,-0.4150,0.5586,0.0152,2.4263,2.1929
583,376.67,3,40,0.1833,0.5581,0.0149,2.4263,2.1929
584,310.83,2,40,0.8417,0.5575,0.0078,2.4263,2.1929
585,310.83,2,40,0.9017,0.5569,0.0077,2.4263,2.1929
586,311.67,2,50,0.8933,0.5564,0.0152,2.4263,2.1929
587,377.50,3,40,0.1750,0.5558,0.0147,2.4263,2.1929
588,310.83,2,40,0.8417,0.5553,0.0076,2.4263,2.1929
589,310.83,2,40,0.9017,0.5547,0.0076,2.4263,2.1929
590,311.67,2,50,0.8933,0.5542,0.0149,2.4263,2.1929
591,376.67,3,40,0.1833,0.5536,0.0145,2.4263,2.1929
592,310.83,2,40,0.8417,0.5531,0.0075,2.4263,2.1929
593,310.83,2,40,0.9017,0.5525,0.0075,2.4263,2.1929
594,310.83,2,40,0.9017,0.5520,0.0074,2.4263,2.1929
595,310.83,2,40,0.9017,0.5514,0.0074,2.4263,2.1929
596,310.83,2,40,0.9017,0.5509,0.0073,2.4263,2.1929
597,310.83,2,40,0.9017,0.5503,0.0072,2.4263,2.1929
598,310.83,2,40,0.9017,0.5498,0.0072,2.4263,2.1929
599,311.67,2,30,0.8933,0.5492,0.0149,2.4263,2.1929
600,245.00,1,40,0.4000,0.5487,0.0125,2.4263,2.1929
601,311.67,2,40,0.8333,0.5481,0.0071,2.4263,2.1929
602,310.83,2,50,0.9017,0.5476,0.0147,2.4263,2.1929
603,376.67,3,40,0.1833,0.5470,0.0143,2.4263,2.1929
604,310.83,2,40,0.8417,0.5465,0.0071,2.4263,2.1929
605,310.83,2,40,0.9017,0.5459,0.0070,2.4263,2.1929
606,310.83,2,40,0.9017,0.5454,0.0070,2.4263,2.1929
607,310.83,2,40,0.9017,0.5448,0.0069,2.4263,2.1929
608,310.83,2,30,0.9017,0.5443,0.0147,2.4263,2.1929
609,245.00,1,20,0.4000,0.5437,0.0256,2.4263,2.1929
610,179.17,1,30,-0.2583,0.5432,0.0123,2.4263,2.1929
611,245.00,1,40,0.4000,0.5426,0.0122,2.4263,2.1929
612,310.83,2,40,0.8417,0.5421,0.0069,2.4263,2.1929
613,310.83,2,40,0.9017,0.5416,0.0068,2.4263,2.1929
614,311.67,2,50,0.8933,0.5410,0.0145,2.4263,2.1929
615,375.83,3,40,0.1917,0.5405,0.0141,2.4263,2.1929
616,309.17,2,40,0.8583,0.5399,0.0068,2.4263,2.1929
617,310.00,2,30,0.9100,0.5394,0.0145,2.4263,2.1929
618,243.33,1,40,0.3833,0.5389,0.0120,2.4263,2.1929
619,310.00,2,40,0.8500,0.5383,0.0068,2.4263,2.1929
620,310.83,2,40,0.9017,0.5378,0.0067,2.4263,2.1929
621,310.83,2,40,0.9017,0.5372,0.0067,2.4263,2.1929
622,310.83,2,40,0.9017,0.5367,0.0066,2.4263,2.1929
623,310.00,2,40,0.9100,0.5362,0.0066,2.4263,2.1929
624,311.67,2,40,0.8933,0.5356,0.0065,2.4263,2.1929
625,311.67,2,40,0.8933,0.5351,0.0065,2.4263,2.1929
626,311.67,2,30,0.8933,0.5346,0.0143,2.4263,2.1929
627,245.83,1,40,0.4083,0.5340,0.0119,2.4263,2.1929
628,311.67,2,30,0.8333,0.5335,0.0141,2.4263,2.1929
629,245.00,1,40,0.4000,0.5330,0.0118,2.4263,2.1929
630,311.67,2,30,0.8333,0.5324,0.0139,2.4263,2.1929
631,245.00,1,30,0.4000,0.5319,0.0227,2.4263,2.1929
632,245.00,1,20,0.4600,0.5314,0.0250,2.4263,2.1929
633,179.17,1,10,-0.2583,0.5308,0.0244,2.4263,2.1929
634,112.50,1,20,-0.9250,0.5303,0.0116,2.4263,2.1929
635,178.33,1,20,-0.2667,0.5298,0.0222,2.4263,2.1929
636,178.33,1,20,-0.2067,0.5292,0.0217,2.4263,2.1929
637,178.33,1,30,-0.2067,0.5287,0.0115,2.4263,2.1929
638,244.17,1,40,0.3917,0.5282,0.0114,2.4263,2.1929
639,310.83,2,40,0.8417,0.5277,0.0065,2.4263,2.1929
640,310.83,2,50,0.9017,0.5271,0.0143,2.4263,2.1929
641,375.83,3,40,0.1917,0.5266,0.0139,2.4263,2.1929
642,310.83,2,50,0.8417,0.5261,0.0141,2.4263,2.1929
643,376.67,3,40,0.1833,0.5255,0.0137,2.4263,2.1929
644,312.50,2,30,0.8250,0.5250,0.0137,2.4263,2.1929
645,245.00,1,40,0.4000,0.5245,0.0112,2.4263,2.1929
646,310.83,2,40,0.8417,0.5240,0.0064,2.4263,2.1929
647,310.83,2,30,0.9017,0.5234,0.0135,2.4263,2.1929
648,245.00,1,40,0.4000,0.5229,0.0111,2.4263,2.1929
649,310.83,2,30,0.8417,0.5224,0.0133,2.4263,2.1929
650,245.00,1,20,0.4000,0.5219,0.0238,2.4263,2.1929
651,179.17,1,30,-0.2583,0.5214,0.0110,2.4263,2.1929
652,245.00,1,40,0.4000,0.5208,0.0109,2.4263,2.1929
653,311.67,2,40,0.8333,0.5203,0.0064,2.4263,2.1929
654,310.83,2,50,0.9017,0.5198,0.0139,2.4263,2.1929
655,375.83,3,50,0.1917,0.5193,0.0417,2.4263,2.1929
656,376.67,3,40,0.2433,0.5188,0.0135,2.4263,2.1929
657,310.83,2,40,0.8417,0.5182,0.0063,2.4263,2.1929
658,311.67,2,30,0.8933,0.5177,0.0132,2.4263,2.1929
659,245.00,1,30,0.4000,0.5172,0.0213,2.4263,2.1929
660,245.00,1,40,0.4600,0.5167,0.0108,2.4263,2.1929
661,310.83,2,30,0.8417,0.5162,0.0130,2.4263,2.1929
662,245.83,1,20,0.4083,0.5157,0.0233,2.4263,2.1929
663,180.00,1,30,-0.2500,0.5151,0.0106,2.4263,2.1929
664,245.00,1,40,0.4000,0.5146,0.0105,2.4263,2.1929
665,310.83,2,40,0.8417,0.5141,0.0063,2.4263,2.1929
666,310.00,2,40,0.9100,0.5136,0.0063,2.4263,2.1929
667,310.00,2,40,0.9100,0.5131,0.0062,2.4263,2.1929
668,310.83,2,30,0.9017,0.5126,0.0128,2.4263,2.1929
669,245.00,1,40,0.4000,0.5121,0.0104,2.4263,2.1929
670,310.00,2,40,0.8500,0.5115,0.0062,2.4263,2.1929
671,311.67,2,50,0.8933,0.5110,0.0137,2.4263,2.1929
672,376.67,3,40,0.1833,0.5105,0.0133,2.4263,2.1929
673,310.83,2,40,0.8417,0.5100,0.0061,2.4263,2.1929
674,310.83,2,40,0.9017,0.5095,0.0061,2.4263,2.1929
675,311.67,2,40,0.8933,0.5090,0.0061,2.4263,2.1929
676,312.50,2,40,0.8850,0.5085,0.0060,2.4263,2.1929
677,310.83,2,40,0.9017,0.5080,0.0060,2.4263,2.1929
678,310.83,2,50,0.9017,0.5075,0.0135,2.4263,2.1929
679,377.50,3,50,0.1750,0.5070,0.0400,2.4263,2.1929
680,377.50,3,40,0.2350,0.5064,0.0132,2.4263,2.1929
681,311.67,2,40,0.8333,0.5059,0.0060,2.4263,2.1929
682,311.67,2,50,0.8933,0.5054,0.0133,2.4263,2.1929
683,376.67,3,40,0.1833,0.5049,0.0130,2.4263,2.1929
684,311.67,2,30,0.8333,0.5044,0.0127,2.4263,2.1929
685,245.83,1,20,0.4083,0.5039,0.0227,2.4263,2.1929
686,179.17,1,10,-0.2583,0.5034,0.0222,2.4263,2.1929
687,113.33,1,0,-0.9167,0.5029,0.0217,2.4263,2.1929
688,47.50,0,10,-1.0000,0.5024,0.0625,2.4263,2.1929
689,113.33,1,20,-0.9167,0.5019,0.0103,2.4263,2.1929
690,180.00,1,20,-0.2500,0.5014,0.0208,2.4263,2.1929
691,180.00,1,30,-0.1900,0.5009,0.0102,2.4263,2.1929
692,245.83,1,40,0.4083,0.5004,0.0101,2.4263,2.1929
693,310.83,2,40,0.8417,0.4999,0.0059,2.4263,2.1929
694,310.83,2,40,0.9017,0.4994,0.0059,2.4263,2.1929
695,310.83,2,40,0.9017,0.4989,0.0058,2.4263,2.1929
696,310.83,2,30,0.9017,0.4984,0.0125,2.4263,2.1929
697,245.00,1,30,0.4000,0.4979,0.0204,2.4263,2.1929
698,244.17,1,40,0.4517,0.4974,0.0100,2.4263,2.1929
699,310.83,2,40,0.8417,0.4969,0.0058,2.4263,2.1929
700,310.83,2,50,0.9017,0.4964,0.0132,2.4263,2.1929
701,375.83,3,60,0.1917,0.4959,0.0455,2.4263,2.1929
702,442.50,3,60,-0.4750,0.4954,0.0385,2.4263,2.1929
703,443.33,3,50,-0.4233,0.4949,0.0128,2.4263,2.1929
704,376.67,3,40,0.1833,0.4944,0.0127,2.4263,2.1929
705,310.83,2,40,0.8417,0.4939,0.0058,2.4263,2.1929
706,310.83,2,40,0.9017,0.4934,0.0057,2.4263,2.1929
707,310.83,2,30,0.9017,0.4930,0.0123,2.4263,2.1929
708,245.00,1,40,0.4000,0.4925,0.0099,2.4263,2.1929
709,310.00,2,30,0.8500,0.4920,0.0122,2.4263,2.1929
710,245.00,1,30,0.4000,0.4915,0.0200,2.4263,2.1929
711,245.00,1,30,0.4600,0.4910,0.0196,2.4263,2.1929
712,245.00,1,30,0.4600,0.4905,0.0192,2.4263,2.1929
713,244.17,1,20,0.4517,0.4900,0.0213,2.4263,2.1929
714,179.17,1,10,-0.2583,0.4895,0.0208,2.4263,2.1929
715,113.33,1,20,-0.9167,0.4890,0.0098,2.4263,2.1929
716,179.17,1,30,-0.2583,0.4885,0.0097,2.4263,2.1929
717,245.00,1,40,0.4000,0.4880,0.0096,2.4263,2.1929
718,310.00,2,50,0.8500,0.4876,0.0130,2.4263,2.1929
719,375.83,3,40,0.1917,0.4871,0.0125,2.4263,2.1929
720,310.00,2,40,0.8500,0.4866,0.0057,2.4263,2.1929
721,310.00,2,40,0.9100,0.4861,0.0057,2.4263,2.1929
722,310.00,2,40,0.9100,0.4856,0.0056,2.4263,2.1929
723,310.00,2,40,0.9100,0.4851,0.0056,2.4263,2.1929
724,310.83,2,50,0.9017,0.4846,0.0128,2.4263,2.1929
725,375.83,3,40,0.1917,0.4842,0.0123,2.4263,2.1929
726,311.67,2,40,0.8333,0.4837,0.0056,2.4263,2.1929
727,311.67,2,40,0.8933,0.4832,0.0056,2.4263,2.1929
728,311.67,2,40,0.8933,0.4827,0.0055,2.4263,2.1929
729,310.83,2,40,0.9017,0.4822,0.0055,2.4263,2.1929
730,311.67,2,40,0.8933,0.4817,0.0055,2.4263,2.1929
731,311.67,2,30,0.8933,0.4813,0.0120,2.4263,2.1929
732,244.17,1,30,0.3917,0.4808,0.0189,2.4263,2.1929
733,244.17,1,30,0.4517,0.4803,0.0185,2.4263,2.1929
734,244.17,1,40,0.4517,0.4798,0.0095,2.4263,2.1929
735,310.00,2,30,0.8500,0.4793,0.0119,2.4263,2.1929
736,245.00,1,40,0.4000,0.4789,0.0094,2.4263,2.1929
737,310.83,2,30,0.8417,0.4784,0.0118,2.4263,2.1929
738,245.00,1,40,0.4000,0.4779,0.0093,2.4263,2.1929
739,310.83,2,50,0.8417,0.4774,0.0127,2.4263,2.1929
740,375.83,3,40,0.1917,0.4769,0.0122,2.4263,2.1929
741,310.83,2,30,0.8417,0.4765,0.0116,2.4263,2.1929
742,245.00,1,40,0.4000,0.4760,0.0093,2.4263,2.1929
743,311.67,2,50,0.8333,0.4755,0.0125,2.4263,2.1929
744,377.50,3,40,0.1750,0.4750,0.0120,2.4263,2.1929
745,310.83,2,40,0.8417,0.4746,0.0054,2.4263,2.1929
746,311.67,2,40,0.8933,0.4741,0.0054,2.4263,2.1929
747,311.67,2,40,0.8933,0.4736,0.0054,2.4263,2.1929
748,311.67,2,40,0.8933,0.4731,0.0053,2.4263,2.1929
749,310.83,2,40,0.9017,0.4727,0.0053,2.4263,2.1929
750,310.00,2,30,0.9100,0.4722,0.0115,2.4263,2.1929
751,244.17,1,40,0.3917,0.4717,0.0092,2.4263,2.1929
752,310.00,2,40,0.8500,0.4713,0.0053,2.4263,2.1929
753,310.00,2,30,0.9100,0.4708,0.0114,2.4263,2.1929
754,244.17,1,40,0.3917,0.4703,0.0091,2.4263,2.1929
755,310.83,2,40,0.8417,0.4698,0.0053,2.4263,2.1929
756,310.00,2,40,0.9100,0.4694,0.0052,2.4263,2.1929
757,310.00,2,40,0.9100,0.4689,0.0052,2.4263,2.1929
758,310.83,2,40,0.9017,0.4684,0.0052,2.4263,2.1929
759,310.83,2,40,0.9017,0.4680,0.0052,2.4263,2.1929
760,310.83,2,40,0.9017,0.4675,0.0051,2.4263,2.1929
761,310.00,2,40,0.9100,0.4670,0.0051,2.4263,2.1929
762,310.83,2,40,0.9017,0.4666,0.0051,2.4263,2.1929
763,310.83,2,50,0.9017,0.4661,0.0123,2.4263,2.1929
764,377.50,3,40,0.1750,0.4656,0.0119,2.4263,2.1929
765,311.67,2,40,0.8333,0.4652,0.0051,2.4263,2.1929
766,310.00,2,40,0.9100,0.4647,0.0050,2.4263,2.1929
767,311.67,2,40,0.8933,0.4642,0.0050,2.4263,2.1929
768,311.67,2,40,0.8933,0.4638,0.0050,2.4263,2.1929
769,311.67,2,40,0.8933,0.4633,0.0050,2.4263,2.1929
770,310.00,2,50,0.9100,0.4628,0.0122,2.4263,2.1929
771,375.83,3,40,0.1917,0.4624,0.0118,2.4263,2.1929
772,310.83,2,40,0.8417,0.4619,0.0049,2.4263,2.1929
773,310.00,2,50,0.9100,0.4615,0.0120,2.4263,2.1929
774,377.50,3,40,0.1750,0.4610,0.0116,2.4263,2.1929
775,311.67,2,40,0.8333,0.4605,0.0049,2.4263,2.1929
776,310.83,2,40,0.9017,0.4601,0.0049,2.4263,2.1929
777,310.83,2,30,0.9017,0.4596,0.0112,2.4263,2.1929
778,244.17,1,40,0.3917,0.4591,0.0090,2.4263,2.1929
779,310.00,2,40,0.8500,0.4587,0.0049,2.4263,2.1929
780,310.83,2,30,0.9017,0.4582,0.0111,2.4263,2.1929
781,244.17,1,40,0.3917,0.4578,0.0089,2.4263,2.1929
782,310.00,2,40,0.8500,0.4573,0.0048,2.4263,2.1929
783,308.33,2,40,0.9267,0.4569,0.0048,2.4263,2.1929
784,308.33,2,40,0.9267,0.4564,0.0048,2.4263,2.1929
785,310.00,2,40,0.9100,0.4559,0.0048,2.4263,2.1929
